Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
20 November 2018, 1.1421, 128.34, 1.9558, 26.032, 7.4627, 0.88908, 321.25, 4.3177, 4.6673, 10.3133, 1.1328, 140.80, 9.7135, 7.4277, 75.0039, 6.1203, 1.5712, 4.2919, 1.5071, 7.9299, 8.9445, 16672.00, 4.2475, 81.6500, 1287.96, 23.3031, 4.7803, 1.6683, 59.859, 1.5675, 37.655, 16.0629, 
